Make,ExposureTime,DateOriginal,TimeOriginal,Presence,Amount,Diet,Species,Year,camera,comments
Moultrie,0.003584229,2018:09:13,8:50:42,1,91,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.003584229,2018:09:13,8:50:44,1,81,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.05,2018:09:13,12:21:35,1,89,Herbivorous,Elephant,2015,CAM_1,44
Moultrie,0.05,2018:09:13,12:21:38,1,95,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.05,2018:09:13,12:21:41,1,110,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.001344086,2018:09:14,1:47:33,1,112,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.001254705,2018:09:14,1:49:50,1,122,Herbivorous,Zebra,2015,CAM_1,36
Moultrie,0.001165501,2018:09:14,1:58:52,1,126,Herbivorous,Zebra,2015,CAM_1,40
Moultrie,0.001165501,2018:09:14,1:59:27,1,159,Herbivorous,Zebra,2015,CAM_1,32
Moultrie,0.001165501,2018:09:14,1:59:30,1,180,Herbivorous,Zebra,2015,CAM_1,31
Moultrie,0.001165501,2018:09:14,1:59:39,1,200,Herbivorous,Zebra,2015,CAM_1,28
Moultrie,0.001165501,2018:09:14,1:59:42,1,199,Herbivorous,Zebra,2015,CAM_1,28
Moultrie,0.001165501,2018:09:14,1:59:45,1,176,Herbivorous,Zebra,2015,CAM_1,28
Moultrie,0.001165501,2018:09:14,1:59:54,1,178,Herbivorous,Zebra,2015,CAM_1,44
Moultrie,0.001165501,2018:09:14,1:59:58,1,202,Herbivorous,Zebra,2015,CAM_1,30
Moultrie,0.001165501,2018:09:14,2:00:46,1,201,Herbivorous,Zebra,2015,CAM_1,28
Moultrie,0.001165501,2018:09:14,2:00:49,1,208,Herbivorous,Zebra,2015,CAM_1,199
Moultrie,0.000268817,2018:09:14,2:09:51,1,232,Herbivorous,Warthog,2015,CAM_1,176
Moultrie,0.000896057,2018:09:14,2:14:15,1,247,Herbivorous,Warthog,2015,CAM_1,178
Moultrie,0.000268817,2018:09:14,2:35:44,1,262,Herbivorous,Elephant,2015,CAM_1,202
Moultrie,0.000986193,2018:09:14,2:35:46,1,267,Herbivorous,Elephant,2015,CAM_1,201
Moultrie,0.000986193,2018:09:14,2:35:50,1,280,Herbivorous,Elephant,2015,CAM_1,208
Moultrie,0.001165501,2018:09:14,2:35:59,1,283,Herbivorous,Elephant,2015,CAM_1,232
Moultrie,0.001165501,2018:09:14,2:36:02,1,287,Herbivorous,Elephant,2015,CAM_1,247
Moultrie,0.002506266,2018:09:14,2:43:52,1,300,Herbivorous,Elephant,2015,CAM_1,262
Moultrie,0.002506266,2018:09:14,2:43:54,1,331,Herbivorous,Elephant,2015,CAM_1,267
Moultrie,0.002506266,2018:09:14,2:43:58,1,342,Herbivorous,Elephant,2015,CAM_1,280
Moultrie,0.001075269,2018:09:14,2:44:07,1,348,Herbivorous,Elephant,2015,CAM_1,283
Moultrie,0.001075269,2018:09:14,2:44:10,1,354,Herbivorous,Elephant,2015,CAM_1,287
Moultrie,0.001075269,2018:09:14,2:44:13,1,365,Herbivorous,Elephant,2015,CAM_1,300
Moultrie,0.001165501,2018:09:14,5:35:36,1,365,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000627353,2018:09:14,5:35:38,1,357,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.000627353,2018:09:14,5:35:41,1,368,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.001344086,2018:09:14,5:35:51,1,400,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.001344086,2018:09:14,5:35:54,1,424,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.001344086,2018:09:14,5:35:57,1,430,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.00152439,2018:09:14,5:36:05,1,518,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.001792115,2018:09:14,5:36:07,1,599,Herbivorous,Elephant,2015,CAM_1,27
Moultrie,0.001792115,2018:09:14,5:36:11,1,702,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000716846,2018:09:14,5:36:26,1,791,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.000716846,2018:09:14,5:36:28,1,893,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.000716846,2018:09:14,5:36:32,1,966,Herbivorous,Elephant,2015,CAM_1,35
Moultrie,0.000716846,2018:09:14,5:36:42,1,164,Herbivorous,Elephant,2015,CAM_1,41
Moultrie,0.000716846,2018:09:14,5:36:45,1,168,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.000716846,2018:09:14,5:36:48,1,149,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.002150538,2018:09:14,6:04:41,1,150,Herbivorous,Elephant,2015,CAM_1,27
Moultrie,0.000986193,2018:09:14,6:04:44,1,177,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.000986193,2018:09:14,6:04:47,1,195,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000268817,2018:09:14,6:05:20,1,207,Herbivorous,Elephant,2015,CAM_1,35
Moultrie,0.000896057,2018:09:14,6:05:22,1,231,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000896057,2018:09:14,6:05:25,1,254,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.001075269,2018:09:14,6:05:56,1,285,Herbivorous,Elephant,2015,CAM_1,26
Moultrie,0.000268817,2018:09:14,6:15:42,1,298,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.001972387,2018:09:14,6:15:44,1,314,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.05,2018:09:14,10:22:52,1,341,Herbivorous,Elephant,2015,CAM_1,27
Moultrie,0.05,2018:09:14,10:22:55,1,342,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.05,2018:09:14,10:22:58,1,329,Herbivorous,Elephant,2015,CAM_1,35
Moultrie,0.004739336,2018:09:14,22:26:46,1,317,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.002777778,2018:09:14,22:34:47,1,318,Herbivorous,Elephant,2015,CAM_1,27
Moultrie,0.002150538,2018:09:15,6:42:28,1,289,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.001612903,2018:09:15,6:42:30,1,261,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.008333333,2018:09:15,8:35:43,1,299,Herbivorous,Elephant,2015,CAM_1,34
Moultrie,0.004739336,2018:09:15,8:35:46,1,333,Herbivorous,Elephant,2015,CAM_1,35
Moultrie,0.004739336,2018:09:15,8:35:49,1,316,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.005649718,2018:09:15,8:36:14,1,286,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.008333333,2018:09:15,8:36:17,1,203,Herbivorous,Elephant,2015,CAM_1,27
Moultrie,0.008333333,2018:09:15,8:36:20,1,111,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.008333333,2018:09:15,8:36:37,1,168,Herbivorous,Elephant,2015,CAM_1,342
Moultrie,0.008333333,2018:09:15,8:36:40,1,156,Herbivorous,Elephant,2015,CAM_1,329
Moultrie,0.008333333,2018:09:15,8:36:43,1,164,Herbivorous,Elephant,2015,CAM_1,317
Moultrie,0.008333333,2018:09:15,8:37:14,1,159,Herbivorous,Elephant,2015,CAM_1,318
Moultrie,0.008333333,2018:09:15,8:37:17,1,112,Herbivorous,Elephant,2015,CAM_1,289
Moultrie,0.008333333,2018:09:15,8:37:20,1,171,Herbivorous,Elephant,2015,CAM_1,261
Moultrie,0.005649718,2018:09:15,8:37:36,1,183,Herbivorous,Elephant,2015,CAM_1,299
Moultrie,0.005649718,2018:09:15,8:37:57,1,197,Herbivorous,Elephant,2015,CAM_1,333
Moultrie,0.005102041,2018:09:15,8:40:04,1,209,Herbivorous,Elephant,2015,CAM_1,316
Moultrie,0.008333333,2018:09:15,8:40:06,1,229,Herbivorous,Elephant,2015,CAM_1,286
Moultrie,0.008333333,2018:09:15,8:40:09,1,255,Herbivorous,Elephant,2015,CAM_1,203
Moultrie,0.008333333,2018:09:15,9:02:13,1,281,Herbivorous,Elephant,2015,CAM_1,111
Moultrie,0.008333333,2018:09:15,9:02:16,1,364,Herbivorous,Elephant,2015,CAM_1,168
Moultrie,0.008333333,2018:09:15,9:02:19,1,389,Herbivorous,Elephant,2015,CAM_1,156
Moultrie,0.008333333,2018:09:15,9:02:33,1,422,Herbivorous,Elephant,2015,CAM_1,164
Moultrie,0.008333333,2018:09:15,9:02:35,1,522,Herbivorous,Elephant,2015,CAM_1,159
Moultrie,0.008333333,2018:09:15,9:02:39,1,593,Herbivorous,Elephant,2015,CAM_1,112
Moultrie,0.008333333,2018:09:15,9:02:53,1,629,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.008333333,2018:09:15,9:02:55,1,624,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.008333333,2018:09:15,9:02:58,1,598,Herbivorous,Elephant,2015,CAM_1,27
Moultrie,0.008333333,2018:09:15,9:03:16,1,559,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:03:59,1,525,Herbivorous,Warthog,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:04:02,1,537,Herbivorous,Warthog,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:04:05,1,507,Herbivorous,Warthog,2015,CAM_1,38
Moultrie,0.05,2018:09:15,10:04:37,1,508,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.033333333,2018:09:15,10:04:39,1,522,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.033333333,2018:09:15,10:04:43,1,377,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.033333333,2018:09:15,10:05:02,1,975,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.05,2018:09:15,10:05:04,1,976,Herbivorous,Elephant,2015,CAM_1,34
Moultrie,0.05,2018:09:15,10:05:08,1,977,Herbivorous,Warthog,2015,CAM_1,37
Moultrie,0.005102041,2018:09:15,10:05:23,1,979,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.008333333,2018:09:15,10:05:26,1,982,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.008333333,2018:09:15,10:05:29,1,986,Herbivorous,Warthog,2015,CAM_1,39
Moultrie,0.05,2018:09:15,10:07:52,1,991,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:07:54,1,996,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:07:58,1,1004,Herbivorous,Elephant,2015,CAM_1,35
Moultrie,0.05,2018:09:15,10:09:23,1,822,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.05,2018:09:15,10:09:26,1,729,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:09:29,1,741,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.05,2018:09:15,10:10:58,1,750,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.05,2018:09:15,10:11:01,1,747,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:11:04,1,728,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.033333333,2018:09:15,10:11:34,1,733,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.05,2018:09:15,10:11:36,1,747,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.05,2018:09:15,10:11:40,1,735,Herbivorous,Elephant,2015,CAM_1,33
Moultrie,0.05,2018:09:15,10:24:32,1,754,Herbivorous,Elephant,2015,CAM_1,38
Moultrie,0.05,2018:09:15,10:24:36,1,896,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.033333333,2018:09:15,10:43:43,1,651,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.041666667,2018:09:15,10:53:27,1,474,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.041666667,2018:09:15,10:53:30,1,440,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.041666667,2018:09:15,10:53:33,1,510,Herbivorous,Elephant,2015,CAM_1,33
Moultrie,0.05,2018:09:15,10:54:02,1,572,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.008333333,2018:09:15,10:54:45,1,742,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.033333333,2018:09:15,10:54:48,1,597,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.033333333,2018:09:15,10:54:51,1,609,Herbivorous,Elephant,2015,CAM_1,37
Moultrie,0.033333333,2018:09:15,11:26:11,1,610,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000448029,2018:09:16,3:55:14,1,719,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.00152439,2018:09:16,3:55:16,1,781,Herbivorous,Elephant,2015,CAM_1,34
Moultrie,0.00152439,2018:09:16,3:55:19,1,556,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.000896057,2018:09:16,3:55:29,1,515,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000896057,2018:09:16,3:55:32,1,547,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000896057,2018:09:16,3:55:35,1,589,Herbivorous,Elephant,2015,CAM_1,37
Moultrie,0.001792115,2018:09:16,3:55:43,1,628,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.000896057,2018:09:16,3:55:46,1,811,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.000896057,2018:09:16,3:55:49,1,732,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.000896057,2018:09:16,3:55:57,1,710,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.000896057,2018:09:16,3:56:01,1,706,Herbivorous,Elephant,2015,CAM_1,515
Moultrie,0.000896057,2018:09:16,3:56:04,1,716,Herbivorous,Elephant,2015,CAM_1,547
Moultrie,0.000806452,2018:09:16,3:56:11,1,875,Herbivorous,Elephant,2015,CAM_1,589
Moultrie,0.000627353,2018:09:16,3:56:14,1,786,Herbivorous,Elephant,2015,CAM_1,628
Moultrie,0.000627353,2018:09:16,3:56:17,1,885,Herbivorous,Elephant,2015,CAM_1,811
Moultrie,0.000896057,2018:09:16,3:56:32,1,855,Herbivorous,Elephant,2015,CAM_1,732
Moultrie,0.000627353,2018:09:16,3:56:35,1,967,Herbivorous,Elephant,2015,CAM_1,710
Moultrie,0.000627353,2018:09:16,3:56:38,1,620,Herbivorous,Elephant,2015,CAM_1,706
Moultrie,0.001075269,2018:09:16,3:56:47,1,580,Herbivorous,Elephant,2015,CAM_1,716
Moultrie,0.001075269,2018:09:16,3:56:50,1,451,Herbivorous,Elephant,2015,CAM_1,875
Moultrie,0.001075269,2018:09:16,3:56:53,1,411,Herbivorous,Elephant,2015,CAM_1,786
Moultrie,0.000986193,2018:09:16,3:57:08,1,470,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000627353,2018:09:16,3:57:11,1,605,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000627353,2018:09:16,3:57:14,1,477,Herbivorous,Elephant,2015,CAM_1,35
Moultrie,0.001792115,2018:09:16,3:57:58,1,403,Herbivorous,Elephant,2015,CAM_1,39
Moultrie,0.000627353,2018:09:16,3:58:01,1,608,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.000627353,2018:09:16,3:58:04,1,582,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.001612903,2018:09:16,4:00:05,1,767,Herbivorous,Elephant,2015,CAM_1,33
Moultrie,0.000627353,2018:09:16,4:00:07,1,887,Herbivorous,Elephant,2015,CAM_1,38
Moultrie,0.000627353,2018:09:16,4:00:10,1,529,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.003311258,2018:09:16,4:00:36,1,640,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.00152439,2018:09:16,4:00:38,1,878,Herbivorous,Elephant,2015,CAM_1,34
Moultrie,0.00152439,2018:09:16,4:00:42,1,878,Herbivorous,Elephant,2015,CAM_1,39
Moultrie,0.001075269,2018:09:16,4:13:48,1,888,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000179244,2018:09:16,5:21:40,1,693,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000537634,2018:09:16,5:21:42,1,539,Herbivorous,Elephant,2015,CAM_1,34
Moultrie,0.000537634,2018:09:16,5:21:46,1,438,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.002777778,2018:09:16,5:21:54,1,390,Herbivorous,Elephant,2015,CAM_1,32
Moultrie,0.002777778,2018:09:16,5:21:57,1,398,Herbivorous,Elephant,2015,CAM_1,34
Moultrie,0.002777778,2018:09:16,5:22:01,1,494,Herbivorous,Elephant,2015,CAM_1,38
Moultrie,0.000986193,2018:09:16,5:22:09,1,555,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.001612903,2018:09:16,5:22:12,1,589,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.001612903,2018:09:16,5:22:15,1,632,Herbivorous,Elephant,2015,CAM_1,36
Moultrie,0.004739336,2018:09:16,5:22:31,1,672,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000537634,2018:09:16,5:22:33,1,722,Herbivorous,Elephant,2015,CAM_1,33
Moultrie,0.001344086,2018:09:16,5:25:17,1,830,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.000537634,2018:09:16,5:25:20,1,954,Herbivorous,Elephant,2015,CAM_1,539
Moultrie,0.000537634,2018:09:16,5:25:23,1,650,Herbivorous,Elephant,2015,CAM_1,438
Moultrie,0.001254705,2018:09:16,5:25:32,1,582,Herbivorous,Elephant,2015,CAM_1,390
Moultrie,0.001254705,2018:09:16,5:25:35,1,350,Herbivorous,Elephant,2015,CAM_1,398
Moultrie,0.001254705,2018:09:16,5:25:38,1,338,Herbivorous,Elephant,2015,CAM_1,494
Moultrie,0.000268817,2018:09:16,5:25:50,1,371,Herbivorous,Elephant,2015,CAM_1,555
Moultrie,0.000537634,2018:09:16,5:25:52,1,411,Herbivorous,Elephant,2015,CAM_1,589
Moultrie,0.000537634,2018:09:16,5:25:55,1,515,Herbivorous,Elephant,2015,CAM_1,632
Moultrie,0.001344086,2018:09:16,5:26:20,1,533,Herbivorous,Elephant,2015,CAM_1,672
Moultrie,0.000537634,2018:09:16,5:26:23,1,616,Herbivorous,Elephant,2015,CAM_1,722
Moultrie,0.000537634,2018:09:16,5:26:26,1,606,Herbivorous,Elephant,2015,CAM_1,830
Moultrie,0.002777778,2018:09:16,5:26:51,1,633,Herbivorous,Elephant,2015,CAM_1,954
Moultrie,0.002777778,2018:09:16,5:26:53,1,718,Herbivorous,Elephant,2015,CAM_1,650
Moultrie,0.002777778,2018:09:16,5:26:56,1,809,Herbivorous,Elephant,2015,CAM_1,582
Moultrie,0.001344086,2018:09:16,5:29:20,1,957,Herbivorous,Elephant,2015,CAM_1,350
Moultrie,0.001972387,2018:09:16,5:29:22,1,167,Herbivorous,Elephant,2015,CAM_1,338
Moultrie,0.001972387,2018:09:16,5:29:25,1,173,Herbivorous,Elephant,2015,CAM_1,371
Moultrie,0.000268817,2018:09:16,5:55:23,1,177,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.001344086,2018:09:16,5:55:26,1,193,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.006711409,2018:09:16,5:59:53,1,220,Herbivorous,Elephant,2015,CAM_1,33
Moultrie,0.002331002,2018:09:16,5:59:55,1,198,Herbivorous,Elephant,2015,CAM_1,28
Moultrie,0.001972387,2018:09:16,6:06:42,1,196,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.000806452,2018:09:16,6:06:44,1,209,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000179244,2018:09:16,6:08:16,1,195,Herbivorous,Elephant,2015,CAM_1,38
Moultrie,0.002331002,2018:09:16,6:08:18,1,211,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.002331002,2018:09:16,6:08:21,1,250,Herbivorous,Elephant,2015,CAM_1,33
Moultrie,0.001165501,2018:09:16,6:55:03,1,266,Herbivorous,Elephant,2015,CAM_1,38
Moultrie,0.003584229,2018:09:16,7:20:34,1,269,Herbivorous,Elephant,2015,CAM_1,30
Moultrie,0.002506266,2018:09:16,7:20:36,1,277,Herbivorous,Elephant,2015,CAM_1,29
Moultrie,0.002506266,2018:09:16,7:20:40,1,286,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.003937008,2018:09:16,7:24:35,1,282,Herbivorous,Elephant,2015,CAM_1,31
Moultrie,0.000806452,2018:09:16,7:24:37,1,335,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.001075269,2018:09:16,8:04:44,1,426,Herbivorous,Elephant,2016,CAM_1,33
Moultrie,0.003584229,2018:09:16,8:06:05,1,454,Herbivorous,Elephant,2016,CAM_1,42
Moultrie,0.001165501,2018:09:16,8:06:07,1,448,Herbivorous,Elephant,2016,CAM_1,29
Moultrie,0.001075269,2018:09:16,8:16:31,1,460,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.001792115,2018:09:16,8:57:33,1,373,Herbivorous,Elephant,2016,CAM_1,28
Moultrie,0.008333333,2018:09:16,9:28:26,1,379,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.008333333,2018:09:16,9:31:12,1,379,Herbivorous,Elephant,2016,CAM_1,29
Moultrie,0.033333333,2018:09:16,9:38:33,1,460,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.033333333,2018:09:16,9:38:36,1,479,Herbivorous,Elephant,2016,CAM_1,26
Moultrie,0.05,2018:09:16,12:16:11,1,504,Herbivorous,Elephant,2016,CAM_1,29
Moultrie,0.033333333,2018:09:16,12:16:13,1,595,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.033333333,2018:09:16,12:16:17,1,300,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.000179244,2018:09:17,2:52:54,1,596,Herbivorous,Elephant,2016,CAM_1,30
Moultrie,0.000537634,2018:09:17,2:52:56,1,747,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:52:59,1,789,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:53:10,1,855,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:53:13,1,958,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:53:16,1,222,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:53:18,1,240,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:53:21,1,266,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.000537634,2018:09:17,2:53:24,1,261,Herbivorous,Elephant,2016,CAM_1,32
Moultrie,0.008333333,2018:09:17,2:55:55,1,424,Herbivorous,Elephant,2016,CAM_1,32
Moultrie,0.004739336,2018:09:17,2:55:58,1,472,Herbivorous,Elephant,2016,CAM_1,32
Moultrie,0.004739336,2018:09:17,2:56:01,1,529,Herbivorous,Elephant,2016,CAM_1,32
Moultrie,0.008333333,2018:09:17,2:57:10,1,503,Herbivorous,Elephant,2016,CAM_1,36
Moultrie,0.005649718,2018:09:17,2:57:14,1,535,Herbivorous,Elephant,2016,CAM_1,29
Moultrie,0.005649718,2018:09:17,2:57:17,1,561,Herbivorous,Elephant,2016,CAM_1,27
Moultrie,0.008333333,2018:09:17,2:58:12,1,581,Herbivorous,Elephant,2016,CAM_1,31
Moultrie,0.00304878,2018:09:17,2:58:16,1,629,Herbivorous,Elephant,2016,CAM_1,29
Moultrie,0.00304878,2018:09:17,2:58:19,1,585,Herbivorous,Elephant,2016,CAM_1,28
Moultrie,0.008333333,2018:09:17,2:58:38,1,598,Herbivorous,Elephant,2016,CAM_1,35
Moultrie,0.000806452,2019:02:25,8:26:26,1,595,Herbivorous,Elephant,2016,CAM_1,41
Moultrie,0.033333333,2018:09:03,20:19:49,1,609,Herbivorous,Buffalo,2016,CAM_2,28
Moultrie,0.033333333,2018:09:03,20:19:52,1,608,Herbivorous,Buffalo,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:24:43,1,609,Herbivorous,Buffalo,2016,CAM_2,27
Moultrie,0.033333333,2018:09:03,20:24:46,1,637,Herbivorous,Buffalo,2016,CAM_2,29
Moultrie,0.033333333,2018:09:03,20:24:49,1,643,Herbivorous,Buffalo,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:24:59,1,654,Herbivorous,Buffalo,2016,CAM_2,35
Moultrie,0.033333333,2018:09:03,20:25:03,1,708,Herbivorous,Buffalo,2016,CAM_2,30
Moultrie,0.033333333,2018:09:03,20:25:06,1,737,Herbivorous,Buffalo,2016,CAM_2,28
Moultrie,0.033333333,2018:09:03,20:25:13,1,733,Herbivorous,Buffalo,2016,CAM_2,26
Moultrie,0.033333333,2018:09:03,20:25:16,1,754,Herbivorous,Buffalo,2016,CAM_2,29
Moultrie,0.033333333,2018:09:03,20:25:20,1,830,Herbivorous,Buffalo,2016,CAM_2,36
Moultrie,0.033333333,2018:09:03,20:25:44,1,898,Herbivorous,Buffalo,2016,CAM_2,27
Moultrie,0.033333333,2018:09:03,20:25:47,1,950,Herbivorous,Buffalo,2016,CAM_2,28
Moultrie,0.033333333,2018:09:03,20:25:50,1,1006,Herbivorous,Buffalo,2016,CAM_2,35
Moultrie,0.033333333,2018:09:03,20:26:42,1,959,Herbivorous,Buffalo,2016,CAM_2,29
Moultrie,0.033333333,2018:09:03,20:26:45,1,951,Herbivorous,Buffalo,2016,CAM_2,27
Moultrie,0.033333333,2018:09:03,20:32:04,1,907,Canivorous,Hyena,2016,CAM_2,28
Moultrie,0.033333333,2018:09:03,20:32:08,1,865,Canivorous,Hyena,2016,CAM_2,28
Moultrie,0.033333333,2018:09:03,20:33:10,1,859,Canivorous,Hyena,2016,CAM_2,34
Moultrie,0.033333333,2018:09:03,20:33:13,1,910,Canivorous,Hyena,2016,CAM_2,35
Moultrie,0.033333333,2018:09:03,20:33:17,1,987,Canivorous,Hyena,2016,CAM_2,28
Moultrie,0.033333333,2018:09:03,20:33:28,1,596,Canivorous,Hyena,2016,CAM_2,29
Moultrie,0.033333333,2018:09:03,20:33:31,1,747,Canivorous,Hyena,2016,CAM_2,27
Moultrie,0.033333333,2018:09:03,20:33:34,1,789,Canivorous,Hyena,2016,CAM_2,30
Moultrie,0.033333333,2018:09:03,20:35:52,1,855,Canivorous,Hyena,2016,CAM_2,36
Moultrie,0.033333333,2018:09:03,20:35:55,1,958,Canivorous,Hyena,2016,CAM_2,26
Moultrie,0.033333333,2018:09:03,20:35:59,1,222,Canivorous,Hyena,2016,CAM_2,29
Moultrie,0.033333333,2018:09:03,20:37:44,1,240,Canivorous,Hyena,2016,CAM_2,30
Moultrie,0.033333333,2018:09:03,20:37:47,1,266,Canivorous,Hyena,2016,CAM_2,30
Moultrie,0.033333333,2018:09:03,20:37:50,1,261,Canivorous,Hyena,2016,CAM_2,30
Moultrie,0.033333333,2018:09:03,20:42:48,1,424,Canivorous,Lion,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:42:52,1,472,Canivorous,Lion,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:42:55,1,529,Canivorous,Lion,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:43:36,1,503,Canivorous,Lion,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:43:39,1,535,Canivorous,Lion,2016,CAM_2,31
Moultrie,0.033333333,2018:09:03,20:43:43,1,561,Canivorous,Lion,2016,CAM_2,31
